"ACCOUNTID";"CODE";"CODE_MA";"IS_CHURN";"CHURN_DATE"
"1896249";"SA730010652";"MA410016364";"1";"31.10.2020"
"1896310";"SA640013972";"MA550000188";"0";""
"1896326";"SA590001302";"MA600001359";"0";""
"1896339";"SA470009150";"MA910003828";"0";""
"1896507";"SA570008077";"MA300005543";"1";"30.09.2020"
"1896568";"SA520007813";"MA410005294";"1";"31.10.2021"
"1896586";"SA620013685";"MA920002763";"1";"30.04.2021"
"1896679";"SA970002988";"MA500000307";"0";""
"1896700";"SA160021467";"MA320004821";"0";""
"1896806";"SA760000895";"MA710003784";"0";""
"1896932";"SA780014865";"MA240020460";"0";""
"1896950";"SA750017479";"MA440000828";"0";""
"1897114";"SA280013793";"MA430013924";"0";""
"1897117";"SA680010303";"MA910016009";"0";""
"1897183";"SA740003236";"MA660003405";"0";""
"1897277";"SA370015830";"MA400013128";"0";""
"1897416";"SA220002205";"MA250021729";"1";"31.12.2020"
"1897423";"SA960020685";"MA460006839";"0";""
"1897553";"SA370021103";"MA580018201";"0";""
"1897556";"SA310004365";"MA200004589";"0";""
"1897669";"SA350017346";"MA620011867";"0";""
"1898078";"SA160004951";"MA810021732";"1";"30.09.2021"
"1898084";"SA200004166";"MA590009976";"0";""
"1898168";"SA600010389";"MA480002246";"1";"31.05.2022"
"1898178";"SA970010866";"MA260008410";"1";"31.01.2022"
"1898185";"SA720005050";"MA370016268";"1";"31.01.2022"
"1898406";"SA860014416";"MA660014552";"0";""
"1898473";"SA850010648";"MA540008184";"1";"31.08.2021"
"1898536";"SA170017169";"MA630003416";"0";""
"1898569";"SA200021506";"MA280002012";"0";""
"1898657";"SA320007474";"MA330013215";"0";""
"1898767";"SA400009259";"MA210017694";"0";""
"1898781";"SA650003096";"MA670008852";"0";""
"1898794";"SA170016102";"MA700007936";"1";"31.10.2022"
"1898941";"SA140013230";"MA770021692";"1";"31.01.2022"
"1899022";"SA310002928";"MA320000224";"0";""
"1899186";"SA830014970";"MA430017773";"0";""
"1899381";"SA470009726";"MA450020972";"0";""
"1899440";"SA610010800";"MA380002703";"1";"31.07.2021"
"1899486";"SA360021004";"MA590012661";"0";""
"1899500";"SA220017172";"MA390000521";"0";""
"1899596";"SA410015439";"MA460021009";"0";""
"1899634";"SA730017301";"MA740003553";"0";""
"1899643";"SA180018926";"MA760007915";"0";""
"1899859";"SA660005377";"MA540011146";"1";"28.02.2021"
"1900152";"SA310010335";"MA910018817";"0";""
"1900159";"SA350019031";"MA620016176";"1";"28.02.2021"
"1900182";"SA930015923";"MA560010538";"0";""
"1900354";"SA570021149";"MA530007271";"0";""
"1900367";"SA430017217";"MA770003477";"0";""
"1900369";"SA980012073";"MA790017723";"0";""
"1900700";"SA500016543";"MA420005559";"1";"28.02.2021"
"1900736";"SA410007340";"MA470015781";"0";""
"1900856";"SA140003781";"MA910015033";"0";""
"1900864";"SA920012664";"MA790001703";"0";""
"1901011";"SA720004520";"MA120021313";"0";""
"1901064";"SA310013010";"MA680010519";"0";""
"1901134";"SA180005908";"MA630006109";"0";""
"1901233";"SA840009659";"MA820001493";"0";""
"1901258";"SA120012552";"MA150020979";"0";""
"1901374";"SA140013008";"MA650021449";"0";""
"1901415";"SA810005240";"MA390008277";"1";"31.01.2021"
"1901446";"SA900019885";"MA570000391";"0";""
"1901498";"SA210005679";"MA500008680";"0";""
"1901554";"SA750015939";"MA460007751";"0";""
"1901576";"SA110012480";"MA940001491";"0";""
"1901578";"SA320004760";"MA140013255";"0";""
"1901603";"SA870018078";"MA590009896";"0";""
"1901687";"SA160004086";"MA720015297";"0";""
"1901732";"SA340001704";"MA680007465";"0";""
"1901762";"SA710013037";"MA920021484";"0";""
"1901784";"SA360001982";"MA360002109";"0";""
"1901924";"SA160012456";"MA630007142";"0";""
"1901931";"SA730001547";"MA710010116";"0";""
"1902003";"SA950016053";"MA200010668";"0";""
"1902010";"SA890012294";"MA610012485";"0";""
"1902058";"SA940018547";"MA820001870";"0";""
"1902071";"SA620007069";"MA160012830";"0";""
"1902212";"SA110009556";"MA400020816";"0";""
"1902359";"SA560018672";"MA700001984";"0";""
"1902567";"SA870012990";"MA710010499";"0";""
"1902620";"SA470007697";"MA890007988";"1";"31.05.2021"
"1902628";"SA820016608";"MA270002820";"1";"30.06.2022"
"1902741";"SA690007470";"MA230004932";"0";""
"1902870";"SA740002761";"MA830016706";"0";""
"1902933";"SA760006323";"MA770009376";"0";""
"1902954";"SA670016192";"MA430005194";"1";"31.12.2022"
"1903344";"SA710019964";"MA290017124";"0";""
"1903560";"SA560009265";"MA130003928";"0";""
"1903677";"SA910021521";"MA960021418";"0";""
"1903725";"SA570018782";"MA560010546";"0";""
"1903746";"SA170016183";"MA430002338";"1";"30.06.2022"
"1903758";"SA860013321";"MA540005219";"1";"31.10.2020"
"1903883";"SA400019011";"MA120002313";"1";"30.09.2021"
"1903897";"SA120004127";"MA870015354";"0";""
"1904011";"SA730009773";"MA900012780";"0";""
"1904040";"SA790010302";"MA760016008";"0";""
"1904188";"SA810008446";"MA110000252";"0";""
"1904266";"SA110009785";"MA710007270";"0";""
"1904271";"SA460001871";"MA600015832";"0";""
"1904415";"SA160006610";"MA480004062";"0";""
"1904666";"SA580008980";"MA340011950";"0";""
"1904684";"SA360012777";"MA350018437";"0";""
"1904722";"SA880017673";"MA380001035";"0";""
"1904951";"SA630001371";"MA710012617";"0";""
"1904953";"SA760014550";"MA530009210";"0";""
"1904954";"SA250004562";"MA180001933";"0";""
"1904991";"SA700010833";"MA300002756";"1";"31.07.2022"
"1905050";"SA580009731";"MA670012749";"0";""
"1905077";"SA510012623";"MA120021055";"0";""
"1905141";"SA960010336";"MA890010661";"0";""
"1905219";"SA700021017";"MA450001495";"0";""
"1905224";"SA800009234";"MA790006705";"0";""
"1905366";"SA710005015";"MA540018995";"1";"31.12.2021"
"1905474";"SA110018226";"MA510018178";"0";""
"1905530";"SA490022279";"MA830016614";"1";"30.09.2022"
"1905565";"SA810017082";"MA110017100";"0";""
"1905591";"SA410011645";"MA650020131";"0";""
"1905735";"SA740015528";"MA510021099";"0";""
"1905741";"SA480013454";"MA170002511";"1";"30.11.2020"
"1905744";"SA360004152";"MA870001494";"0";""
"1905892";"SA760013832";"MA490000062";"0";""
"1905900";"SA650004509";"MA100001894";"0";""
"1905928";"SA510016398";"MA380008210";"1";"30.06.2022"
"1906058";"SA680015546";"MA350007355";"0";""
"1906293";"SA710007249";"MA190018475";"0";""
"1906373";"SA440001713";"MA410004677";"0";""
"1906436";"SA120002260";"MA700005224";"1";"31.10.2022"
"1906477";"SA800020969";"MA300007111";"0";""
"1906478";"SA350010684";"MA910021963";"1";"31.07.2022"
"1906909";"SA170013555";"MA640021999";"1";"30.09.2022"
"1907097";"SA950004019";"MA400017978";"0";""
"1907101";"SA160000955";"MA720006649";"0";""
"1907102";"SA850021523";"MA820004888";"0";""
"1907115";"SA800011578";"MA350020057";"0";""
"1907412";"SA860014378";"MA670011755";"0";""
"1907431";"SA770022082";"MA750019185";"1";"28.02.2021"
"1907554";"SA410001479";"MA180007215";"0";""
"1907835";"SA160009619";"MA850007139";"0";""
"1907865";"SA430001613";"MA720010186";"0";""
"1907936";"SA380002799";"MA200019513";"0";""
"1908117";"SA860015461";"MA300001637";"0";""
"1908207";"SA630001050";"MA180006760";"0";""
"1908213";"SA880005112";"MA740008152";"1";"30.11.2020"
"1908244";"SA120006154";"MA980003575";"0";""
"1908681";"SA100000483";"MA550011685";"0";""
"1908685";"SA270016282";"MA550013542";"1";"31.12.2021"
"1908776";"SA370016625";"MA220013905";"0";""
"1908886";"SA940002400";"MA220010935";"1";"31.10.2021"
"1909185";"SA760009523";"MA850020778";"0";""
"1909222";"SA530009542";"MA940012557";"0";""
"1909238";"SA550004150";"MA440004363";"0";""
"1909380";"SA140012728";"MA670018405";"0";""
"1909427";"SA330014042";"MA440000260";"0";""
"1909510";"SA300005921";"MA830011659";"0";""
"1909723";"SA350007071";"MA920018296";"0";""
"1909805";"SA100003496";"MA720014716";"0";""
"1909836";"SA580010870";"MA740022152";"1";"30.04.2022"
"1909890";"SA480002700";"MA580002863";"0";""
"1909949";"SA660000924";"MA750017564";"0";""
"1910136";"SA720002943";"MA240005902";"0";""
"1910177";"SA610008694";"MA150006130";"0";""
"1910238";"SA570018427";"MA250001743";"0";""
"1910284";"SA160004517";"MA660013068";"0";""
"1910327";"SA510007279";"MA530004736";"0";""
"1910383";"SA300002213";"MA710005171";"1";"31.08.2020"
"1910421";"SA120014511";"MA320020143";"0";""
"1910468";"SA610008940";"MA100003619";"0";""
"1910535";"SA110017209";"MA300019998";"0";""
"1910629";"SA870003628";"MA690003808";"0";""
"1910650";"SA430020171";"MA500014644";"0";""
"1910651";"SA210008926";"MA590020160";"0";""
"1910654";"SA490008549";"MA940014301";"0";""
"1910707";"SA570022162";"MA340008330";"1";"31.10.2022"
"1910912";"SA900014075";"MA640016922";"0";""
"1911055";"SA210019844";"MA370000348";"0";""
"1911211";"SA260002146";"MA680021655";"0";""
"1911231";"SA690006152";"MA150011846";"0";""
"1911288";"SA350020947";"MA800007084";"0";""
"1911320";"SA800010164";"MA950007662";"0";""
"1911326";"SA390017159";"MA650000513";"0";""
"1911369";"SA100012554";"MA600007232";"0";""
"1911433";"SA430021485";"MA770010446";"0";""
"1911486";"SA250010677";"MA760021953";"1";"28.02.2021"
"1911516";"SA560005745";"MA430014241";"0";""
"1911553";"SA950004697";"MA940002088";"0";""
"1911558";"SA510000906";"MA860009434";"0";""
"1911604";"SA900003132";"MA560003303";"0";""
"1911830";"SA830018072";"MA250015293";"0";""
"1911867";"SA250002197";"MA370018937";"1";"31.07.2021"
"1911883";"SA760009655";"MA780004361";"0";""
"1911887";"SA520009069";"MA560020312";"0";""
"1912063";"SA190000599";"MA260003511";"1";"30.11.2020"
"1912068";"SA370005345";"MA820011108";"1";"30.11.2022"
"1912080";"SA460010161";"MA210015862";"0";""
"1912097";"SA100001047";"MA780001091";"0";""
"1912130";"SA210020358";"MA620003742";"0";""
"1912177";"SA780010076";"MA240007583";"0";""
"1912211";"SA310013794";"MA950008483";"0";""
"1912284";"SA450007460";"MA470010527";"0";""
"1912418";"SA620010536";"MA540002397";"1";"31.07.2022"
"1912518";"SA360005692";"MA950014187";"0";""
"1912600";"SA730004715";"MA220021488";"0";""
"1912668";"SA570021495";"MA540010462";"0";""
"1912806";"SA490005239";"MA110019200";"1";"31.05.2021"
"1912815";"SA740008784";"MA830011763";"0";""
"1912897";"SA130019610";"MA120002977";"0";""
"1912961";"SA720015597";"MA870018379";"0";""
"1912988";"SA100015248";"MA140020834";"0";""
"1913049";"SA910015543";"MA440007353";"0";""
"1913120";"SA790013589";"MA600016477";"1";"30.11.2021"
"1913201";"SA530017340";"MA620003581";"0";""
"1913286";"SA200013503";"MA750021950";"1";"30.09.2020"
"1913323";"SA890016612";"MA450008451";"1";"30.06.2022"
"1913336";"SA250005154";"MA260005372";"0";""
"1913344";"SA360009541";"MA460015269";"0";""
"1913381";"SA430000934";"MA170000970";"0";""
"1913472";"SA950003229";"MA980008976";"0";""
"1913489";"SA410014360";"MA360006198";"0";""
"1913547";"SA340019772";"MA670003140";"0";""
"1913563";"SA880006162";"MA120017329";"0";""
"1913724";"SA430020990";"MA340009939";"0";""
"1913757";"SA730007350";"MA520004808";"0";""
"1913764";"SA500003434";"MA200009198";"0";""
"1913783";"SA680017841";"MA430006854";"0";""
"1913843";"SA680008659";"MA700003322";"0";""
"1913896";"SA180009651";"MA380012664";"0";""
"1913913";"SA320004167";"MA510009977";"0";""
"1914039";"SA640001043";"MA550020511";"0";""
"1914117";"SA200015095";"MA360015174";"0";""
"1914144";"SA330018736";"MA690007698";"0";""
"1914205";"SA860014631";"MA320014747";"0";""
"1914338";"SA880016746";"MA240014035";"0";""
"1914515";"SA530000034";"MA930016665";"0";""
"1914593";"SA980018383";"MA640010183";"0";""
"1914648";"SA250000136";"MA610005798";"0";""
"1914682";"SA940000598";"MA370003510";"0";""
"1914683";"SA280017168";"MA310003415";"0";""
"1914686";"SA120009449";"MA340015171";"0";""
"1914726";"SA970019960";"MA260003340";"0";""
"1914753";"SA880018643";"MA170010426";"0";""
"1914787";"SA470016240";"MA630013511";"1";"31.10.2021"
"1914810";"SA750008485";"MA160005938";"0";""
"1914939";"SA370002068";"MA860005057";"0";""
"1914980";"SA950009174";"MA540006647";"0";""
"1915224";"SA830009772";"MA390004487";"0";""
"1915357";"SA920002549";"MA800016507";"1";"30.11.2022"
"1915380";"SA830019230";"MA850021966";"1";"30.09.2021"
"1915553";"SA620005333";"MA100019301";"1";"28.02.2022"
"1915559";"SA250008393";"MA320000183";"0";""
"1915576";"SA460020996";"MA120009949";"0";""
"1915607";"SA700018215";"MA660010017";"0";""
"1915941";"SA800000401";"MA310011610";"0";""
"1915954";"SA710022126";"MA290011044";"1";"31.07.2022"
"1916204";"SA930011641";"MA620020127";"0";""
"1916237";"SA890003270";"MA610019982";"0";""
"1916300";"SA890014132";"MA420003206";"0";""
"1916421";"SA950001709";"MA870010281";"0";""
"1916446";"SA900014657";"MA730014777";"0";""
"1916497";"SA810001697";"MA440010271";"0";""
"1916509";"SA250003690";"MA510014933";"0";""
"1916596";"SA210001855";"MA260004825";"0";""
"1916679";"SA860016803";"MA680008631";"0";""
"1916694";"SA710018690";"MA680015860";"0";""
"1916704";"SA580010296";"MA180013284";"0";""
"1916735";"SA370006801";"MA670001409";"0";""
"1916740";"SA970012431";"MA960020855";"0";""
"1916757";"SA870014700";"MA430014816";"0";""
"1916781";"SA510014639";"MA810012000";"0";""
"1916842";"SA940009869";"MA580012879";"0";""
"1916990";"SA490021854";"MA830005202";"1";"31.01.2021"
"1916993";"SA620021160";"MA770018262";"0";""
"1917069";"SA910021476";"MA930001959";"0";""
"1917118";"SA790002155";"MA180010722";"0";""
"1917195";"SA120007534";"MA280004999";"0";""
"1917258";"SA220011950";"MA200012158";"0";""
"1917346";"SA490004962";"MA500013456";"1";"30.09.2022"
"1917457";"SA850006528";"MA630009587";"0";""
"1917529";"SA140008321";"MA970011310";"0";""
"1917641";"SA450015746";"MA170021299";"0";""
"1917925";"SA900000156";"MA720019571";"0";""
"1917953";"SA250009567";"MA980015296";"0";""
"1918046";"SA770010538";"MA570002399";"1";"30.09.2021"
"1918065";"SA220012404";"MA660012576";"0";""
"1918096";"SA530013432";"MA200021882";"0";""
"1918156";"SA160007606";"MA570021615";"1";"31.08.2021"
"1918273";"SA810010173";"MA370002028";"0";""
"1918323";"SA870012566";"MA120004467";"0";""
"1918417";"SA750009296";"MA600012269";"0";""
"1918481";"SA460012158";"MA940006842";"0";""
"1918509";"SA670002546";"MA800011068";"1";"30.11.2022"
"1918521";"SA680018417";"MA650001730";"0";""
"1918538";"SA440001497";"MA220018206";"0";""
"1918566";"SA520015572";"MA510021138";"0";""
"1918675";"SA730004521";"MA140004770";"0";""
"1918681";"SA770002701";"MA170016650";"0";""
"1918682";"SA410013906";"MA140011335";"0";""
"1919018";"SA210018016";"MA770017985";"0";""
"1919031";"SA900012988";"MA720010497";"0";""
"1919095";"SA620013836";"MA760019471";"0";""
"1919146";"SA630017234";"MA610009053";"0";""
"1919270";"SA810020038";"MA970006192";"0";""
"1919297";"SA120008633";"MA300003299";"0";""
"1919315";"SA240006263";"MA630017432";"0";""
"1919419";"SA190010692";"MA140016411";"1";"31.08.2021"
"1919511";"SA760011182";"MA800014190";"0";""
"1919584";"SA710001358";"MA820007098";"0";""
"1919757";"SA800005346";"MA120013811";"1";"31.10.2020"
"1919890";"SA830000313";"MA970019740";"0";""
"1920048";"SA420002048";"MA240018781";"0";""
"1920094";"SA730008300";"MA410016722";"0";""
"1920107";"SA940000908";"MA130003795";"0";""
"1920180";"SA230004533";"MA220018551";"0";""
"1920205";"SA110020843";"MA730012499";"0";""
"1920225";"SA460007607";"MA820016069";"0";""
"1920242";"SA140005267";"MA670002644";"1";"31.03.2021"
"1920289";"SA830012458";"MA490018115";"0";""
"1920322";"SA410002231";"MA120018966";"1";"31.12.2021"
"1920366";"SA270006164";"MA680011862";"0";""
"1920452";"SA730009268";"MA250001076";"0";""
"1920463";"SA360005628";"MA610008632";"0";""
"1920505";"SA910012088";"MA690006788";"0";""
"1920612";"SA940004717";"MA340018708";"0";""
"1920725";"SA920000797";"MA370006475";"0";""
"1920924";"SA610001401";"MA660007144";"0";""
"1921030";"SA150009082";"MA440020324";"0";""
"1921259";"SA320008600";"MA510019821";"0";""
"1921441";"SA420012302";"MA420017947";"0";""
"1921520";"SA490004089";"MA690009899";"0";""
"1921582";"SA560003624";"MA960012111";"0";""
"1921670";"SA190003262";"MA450011732";"0";""
"1921676";"SA660022138";"MA950013753";"1";"31.08.2020"
"1921740";"SA170008727";"MA230000515";"0";""
"1921791";"SA490012956";"MA170001994";"0";""
"1921856";"SA140013142";"MA490018826";"0";""
"1921873";"SA490012759";"MA830015657";"0";""
"1921887";"SA910020606";"MA620017750";"0";""
"1921896";"SA200008320";"MA300019514";"0";""
"1921907";"SA180015931";"MA910010542";"0";""
"1921999";"SA660021486";"MA880021389";"0";""
"1922120";"SA780006998";"MA890012754";"0";""
"1922183";"SA440011024";"MA110014016";"0";""
"1922229";"SA470015436";"MA390007252";"0";""
"1922412";"SA900022210";"MA450022117";"1";"31.03.2021"
"1922662";"SA610000376";"MA470014343";"0";""
"1922722";"SA650000493";"MA470019945";"0";""
"1922741";"SA410007965";"MA490013698";"1";"30.06.2022"
"1922743";"SA580017575";"MA420012091";"0";""
"1922787";"SA130008660";"MA170019893";"0";""
"1922808";"SA440013516";"MA860013675";"1";"31.03.2021"
"1922892";"SA690022153";"MA380022061";"1";"31.07.2021"
"1922938";"SA780014702";"MA400009374";"0";""
"1922993";"SA490006153";"MA430014628";"0";""
"1923065";"SA150018576";"MA110015755";"0";""
"1923112";"SA860012779";"MA540021213";"0";""
"1923197";"SA580007353";"MA880021371";"0";""
"1923331";"SA650021243";"MA110018340";"0";""
"1923405";"SA650014552";"MA520017369";"0";""
"1923441";"SA510018260";"MA100004462";"0";""
"1923448";"SA310002570";"MA740005540";"1";"31.07.2020"
"1923454";"SA460012192";"MA150006875";"0";""
"1923892";"SA830006853";"MA200001445";"0";""
"1923975";"SA580013944";"MA100005824";"0";""
"1924177";"SA800009925";"MA730015635";"0";""
"1924252";"SA950009575";"MA950018058";"0";""
"1924337";"SA700013943";"MA150011363";"0";""
"1924389";"SA980021689";"MA470013302";"0";""
"1924417";"SA520000705";"MA160020167";"0";""
"1924473";"SA340015791";"MA220004800";"0";""
"1924500";"SA230001622";"MA330021130";"0";""
"1924516";"SA260008015";"MA590019226";"1";"30.09.2020"
"1924680";"SA660010441";"MA800002308";"1";"30.11.2021"
"1924684";"SA340000404";"MA550006069";"0";""
"1924789";"SA980002543";"MA590011066";"1";"30.09.2021"
"1924793";"SA710011480";"MA730011721";"0";""
"1924890";"SA240010509";"MA970002376";"1";"31.03.2021"
"1924920";"SA250013707";"MA790011143";"1";"31.10.2020"
"1925027";"SA780018003";"MA470004219";"0";""
"1925200";"SA670007338";"MA530018566";"0";""
"1925233";"SA920004280";"MA550012808";"0";""
"1925348";"SA270017093";"MA560011641";"0";""
"1925359";"SA380008662";"MA780000458";"0";""
"1925369";"SA100014647";"MA810017455";"0";""
"1925475";"SA510021994";"MA380002513";"1";"30.09.2020"
"1925503";"SA120018314";"MA770001653";"0";""
"1925562";"SA540001453";"MA330012706";"0";""
"1925571";"SA250002061";"MA820013304";"0";""
"1925600";"SA130014808";"MA570014902";"0";""
"1925617";"SA760021283";"MA800021176";"0";""
"1925667";"SA870004267";"MA700004499";"0";""
"1925721";"SA580017779";"MA240001134";"0";""
"1925754";"SA130008012";"MA530002637";"1";"30.06.2022"
"1925981";"SA670003140";"MA280008899";"0";""
"1926018";"SA720021915";"MA560002416";"1";"31.08.2020"
"1926034";"SA500005703";"MA660003135";"1";"31.12.2021"
"1926063";"SA500008563";"MA270006011";"0";""
"1926070";"SA980006198";"MA170020164";"0";""
"1926079";"SA260019484";"MA740005657";"1";"28.02.2022"
"1926098";"SA610013542";"MA290019175";"1";"30.04.2022"
"1926139";"SA130004330";"MA380004556";"0";""
"1926169";"SA480019054";"MA240010807";"1";"30.06.2022"
"1926269";"SA600005213";"MA390002590";"1";"30.09.2022"
"1926345";"SA400018223";"MA210018174";"0";""
"1926387";"SA190010178";"MA730021423";"0";""
"1926463";"SA140009867";"MA970021121";"0";""
"1926607";"SA410004544";"MA600004783";"0";""
"1926671";"SA750011741";"MA500020243";"0";""
"1926705";"SA680012505";"MA650018164";"0";""
"1926905";"SA350009017";"MA200014757";"0";""
"1926966";"SA700015700";"MA770021258";"0";""
"1926976";"SA320004174";"MA120012685";"0";""
"1927006";"SA770013583";"MA210008287";"1";"30.11.2021"
"1927040";"SA520022274";"MA820019383";"1";"31.10.2021"
"1927078";"SA630021311";"MA170012963";"0";""
"1927088";"SA200002714";"MA420016663";"0";""
"1927293";"SA230016777";"MA940019555";"0";""
"1927395";"SA580008521";"MA380003203";"0";""
"1927404";"SA760019934";"MA510000443";"0";""
"1927513";"SA250004587";"MA410018611";"0";""
"1927526";"SA240013595";"MA320016482";"1";"30.11.2020"
"1927617";"SA410013028";"MA610021470";"0";""
"1927689";"SA290014635";"MA160011994";"0";""
"1927828";"SA140008645";"MA270008897";"0";""
"1927948";"SA320001742";"MA590004706";"0";""
"1928074";"SA610014105";"MA790003184";"0";""
"1928210";"SA970020814";"MA770020732";"0";""
"1928294";"SA410011440";"MA910011671";"0";""
"1928300";"SA540007173";"MA540015636";"0";""
"1928344";"SA490012517";"MA360018176";"0";""
"1928427";"SA790014100";"MA720011493";"0";""
"1928529";"SA220017373";"MA550017363";"0";""
"1928568";"SA740000885";"MA940020341";"0";""
"1928572";"SA740012563";"MA510018221";"0";""
"1928599";"SA130008543";"MA600011538";"0";""
"1928665";"SA240017246";"MA350006249";"0";""
"1928942";"SA820005906";"MA520019898";"0";""
"1928990";"SA780010668";"MA750016383";"1";"30.04.2021"
"1929118";"SA570004394";"MA780015629";"0";""
"1929186";"SA850008151";"MA300016574";"1";"31.08.2022"
"1929342";"SA830011566";"MA370009089";"0";""
"1929482";"SA260008661";"MA950014394";"0";""
"1929488";"SA760020370";"MA260012063";"0";""
"1929492";"SA280004283";"MA470021041";"0";""
"1929508";"SA920013758";"MA870008452";"1";"31.12.2020"
"1929537";"SA400006338";"MA440020330";"0";""
"1929551";"SA520018370";"MA390015575";"0";""
"1929627";"SA490002255";"MA230013495";"1";"30.04.2021"
"1929723";"SA340019729";"MA580003091";"0";""
"1929745";"SA150016368";"MA310013631";"1";"31.08.2022"
"1929846";"SA100011415";"MA330017115";"0";""
"1930012";"SA320009703";"MA720015448";"0";""
"1930079";"SA310016191";"MA810021750";"1";"30.11.2022"
"1930087";"SA380000890";"MA770009416";"0";""
"1930097";"SA210021055";"MA780004402";"0";""
"1930128";"SA540010427";"MA210005147";"1";"30.09.2022"
"1930187";"SA240008624";"MA890019865";"0";""
"1930190";"SA130021712";"MA470007874";"1";"31.08.2020"
"1930236";"SA110010457";"MA760010770";"1";"31.08.2022"
"1930248";"SA560021065";"MA820020938";"0";""
"1930440";"SA440010619";"MA160005343";"1";"30.11.2020"
"1930538";"SA350015856";"MA830018632";"0";""
"1930618";"SA330019456";"MA720022161";"1";"30.04.2021"
"1930739";"SA710014675";"MA530020287";"0";""
"1930747";"SA600019863";"MA870003239";"0";""
"1930924";"SA160012636";"MA710007319";"0";""
"1931029";"SA950003226";"MA750011700";"0";""
"1931068";"SA950016927";"MA740000299";"0";""
"1931080";"SA870000948";"MA460014916";"0";""
"1931149";"SA760014902";"MA540006724";"0";""
"1931168";"SA510007435";"MA900007685";"0";""
"1931275";"SA830004720";"MA630007754";"0";""
"1931322";"SA880008747";"MA650000536";"0";""
"1931448";"SA610002385";"MA590016351";"1";"30.06.2022"
"1931536";"SA840019780";"MA850005918";"0";""
"1931553";"SA150007241";"MA910018470";"0";""
"1931604";"SA550021590";"MA880018719";"0";""
"1931705";"SA140014503";"MA760014643";"0";""
"1931762";"SA520009989";"MA940018472";"0";""
"1931814";"SA570004211";"MA100010039";"0";""
"1931904";"SA500000278";"MA970011479";"0";""
"1931937";"SA750016343";"MA530019095";"1";"30.11.2021"
"1932107";"SA480000739";"MA510003642";"0";""
"1932201";"SA890002347";"MA660019074";"1";"30.09.2021"
"1932207";"SA980004096";"MA130018064";"0";""
"1932239";"SA430002029";"MA580002153";"0";""
"1932351";"SA930000783";"MA280000783";"0";""
"1932410";"SA830012063";"MA600015025";"0";""
"1932708";"SA360016793";"MA110014095";"0";""
"1932715";"SA150010337";"MA390010663";"0";""
"1932784";"SA730004566";"MA130021360";"0";""
"1932891";"SA640002466";"MA600008251";"1";"30.09.2020"
"1932895";"SA180001392";"MA290020874";"0";""
"1932924";"SA280004616";"MA260021404";"0";""
"1932961";"SA650021753";"MA340002233";"1";"31.05.2021"
"1932963";"SA630014399";"MA980000584";"0";""
"1933072";"SA310018399";"MA980015598";"0";""
"1933169";"SA980020926";"MA560018035";"0";""
"1933210";"SA390018512";"MA970001829";"0";""
"1933456";"SA240000680";"MA170003585";"0";""
"1933664";"SA650015319";"MA150018129";"0";""
"1933689";"SA500000879";"MA750003770";"0";""
"1933735";"SA610014196";"MA520003268";"0";""
"1933755";"SA570001649";"MA840021164";"0";""
"1933914";"SA210009878";"MA370012897";"0";""
"1933917";"SA650009392";"MA150009681";"0";""
"1933927";"SA710005980";"MA160006161";"0";""
"1933988";"SA180015750";"MA630004760";"0";""
"1934080";"SA590008774";"MA190014505";"1";"30.11.2022"
"1934095";"SA190021383";"MA520004720";"0";""
"1934151";"SA260003547";"MA980000830";"0";""
"1934194";"SA410016928";"MA440019705";"0";""
"1934327";"SA190019792";"MA290000297";"0";""
"1934488";"SA760013249";"MA170018932";"1";"30.04.2022"
"1934515";"SA170013100";"MA770016001";"0";""
"1934698";"SA200004412";"MA940004644";"0";""
"1934781";"SA250009113";"MA330017540";"0";""
"1934815";"SA620012723";"MA220018397";"0";""
"1934915";"SA100010924";"MA580002844";"0";""
"1934946";"SA430012452";"MA950012631";"0";""
"1934973";"SA580003649";"MA720000963";"0";""
"1935053";"SA750019343";"MA180019258";"1";"31.10.2022"
"1935263";"SA120008527";"MA670014281";"0";""
"1935317";"SA140022136";"MA640022047";"1";"31.03.2021"
"1935321";"SA350001342";"MA160004287";"0";""
"1935415";"SA370007218";"MA460015678";"0";""
"1935470";"SA700009548";"MA700001386";"0";""
"1935486";"SA550013215";"MA810021675";"1";"31.10.2021"
"1935487";"SA390016567";"MA130019332";"1";"31.01.2021"
"1935588";"SA610009341";"MA700020555";"0";""
"1935604";"SA820011190";"MA930003129";"0";""
"1935661";"SA240009963";"MA690012973";"0";""
"1935764";"SA630006847";"MA560012610";"0";""
"1935781";"SA250012584";"MA620004488";"0";""
"1935823";"SA480001534";"MA150004495";"0";""
"1936007";"SA680003750";"MA210012232";"0";""
"1936101";"SA940000287";"MA570016935";"0";""
"1936215";"SA500017414";"MA840011938";"0";""
"1936361";"SA970001918";"MA550002043";"0";""
"1936425";"SA160002135";"MA590005115";"1";"30.09.2021"
"1936558";"SA360012303";"MA970004197";"0";""
"1936571";"SA680008519";"MA710011515";"0";""
"1936669";"SA610007420";"MA760010486";"0";""
"1936798";"SA190000684";"MA160000700";"0";""
"1936992";"SA120019384";"MA820019310";"1";"28.02.2021"
"1937099";"SA650013340";"MA540013505";"1";"30.09.2020"
"1937132";"SA850009111";"MA100017538";"0";""
"1937133";"SA800005754";"MA760008749";"0";""
"1937136";"SA850002014";"MA480007798";"0";""
"1937141";"SA230001602";"MA910004572";"0";""
"1937221";"SA530017628";"MA250017597";"0";""
