"ACCOUNTID";"CODE";"CODE_MA";"IS_CHURN";"CHURN_DATE"
"6387255";"SA830014426";"MA920011801";"0";""
"6387389";"SA360011373";"MA840019850";"0";""
"6387471";"SA840003771";"MA390017715";"0";""
"6387575";"SA800003367";"MA760000646";"0";""
"6387632";"SA440008779";"MA950003482";"0";""
"6387991";"SA910008612";"MA190000409";"0";""
"6388087";"SA130016040";"MA490010656";"1";"31.12.2021"
"6394956";"SA750006447";"MA960009492";"0";""
"6395520";"SA770016233";"MA170008065";"1";"30.04.2022"
"6398700";"SA920000214";"MA170016859";"0";""
"6398813";"SA480005183";"MA110021956";"1";"31.01.2022"
"6398918";"SA220004164";"MA390009973";"0";""
"6399774";"SA450013996";"MA120011415";"0";""
"6399841";"SA210009109";"MA630014858";"0";""
"6399879";"SA310020848";"MA950001316";"0";""
"6400199";"SA920005181";"MA270010959";"1";"28.02.2022"
"6400281";"SA790011887";"MA940006587";"0";""
"6400459";"SA720018014";"MA800004233";"0";""
"6400719";"SA790004815";"MA200002184";"0";""
"6401220";"SA150006069";"MA440003521";"0";""
"6401515";"SA260007773";"MA600013512";"1";"31.10.2020"
"6401945";"SA100002504";"MA270002627";"1";"30.09.2022"
"6402424";"SA130003254";"MA370017184";"0";""
"6402665";"SA460008412";"MA520008665";"0";""
"6402807";"SA180019528";"MA290002880";"0";""
"6403308";"SA430009311";"MA840006781";"0";""
"6403787";"SA770020859";"MA940015225";"0";""
"6404606";"SA580003638";"MA530017562";"0";""
"6405368";"SA100007443";"MA700013186";"0";""
"6405524";"SA550000904";"MA440003792";"0";""
"6406023";"SA530006681";"MA120004135";"0";""
"6406513";"SA410015616";"MA450012931";"0";""
"6407021";"SA630009352";"MA220012327";"0";""
"6407539";"SA450020754";"MA950020684";"1";"30.09.2022"
"6407659";"SA620003989";"MA260001288";"0";""
"6408192";"SA250001157";"MA890020641";"0";""
"6408236";"SA610010967";"MA840002893";"0";""
"6408249";"SA310002122";"MA280021635";"1";"30.04.2022"
"6408330";"SA630013772";"MA320002845";"0";""
"6408578";"SA440008029";"MA140008308";"1";"31.01.2022"
"6408714";"SA470013667";"MA180019315";"1";"31.07.2020"
"6408924";"SA520012176";"MA660009683";"0";""
"6409085";"SA830013244";"MA850016149";"1";"31.10.2020"
"6409274";"SA150016698";"MA890016705";"0";""
"6409816";"SA530013643";"MA940008359";"1";"28.02.2021"
"6410387";"SA500008060";"MA870019263";"1";"31.03.2022"
"6411272";"SA970007305";"MA610007559";"1";"31.12.2022"
"6411669";"SA780005885";"MA790006085";"0";""
"6411876";"SA420004991";"MA770018976";"1";"30.06.2022"
"6412233";"SA740011388";"MA930017088";"0";""
"6414109";"SA710001791";"MA740007564";"0";""
"6414295";"SA480021813";"MA370004071";"1";"30.09.2020"
"6414459";"SA720019253";"MA820019178";"1";"31.08.2021"
"6414733";"SA870018529";"MA120013014";"0";""
"6415154";"SA690006487";"MA780012205";"0";""
"6416134";"SA310009797";"MA450012801";"0";""
"6416138";"SA160014920";"MA190001083";"0";""
"6416140";"SA980011732";"MA140020227";"0";""
"6416161";"SA580005689";"MA760005897";"0";""
"6416174";"SA340003687";"MA260000999";"1";"31.05.2022"
"6416226";"SA680005714";"MA860005913";"1";"31.01.2022"
"6416263";"SA690020827";"MA900020742";"0";""
"6416270";"SA720007459";"MA350002077";"0";""
"6416281";"SA450012395";"MA680018044";"0";""
"6416283";"SA880017232";"MA260014517";"0";""
"6416290";"SA720001259";"MA550015220";"0";""
"6416326";"SA330016269";"MA690002426";"1";"30.06.2022"
"6417096";"SA160001054";"MA740003959";"0";""
"6418405";"SA460012532";"MA540001562";"0";""
"6418510";"SA380019091";"MA630010840";"1";"31.07.2020"
"6418645";"SA260010454";"MA620013437";"0";""
"6418694";"SA300006520";"MA690009583";"0";""
"6418913";"SA300017303";"MA570003556";"0";""
"6418939";"SA370008110";"MA890002731";"1";"31.03.2022"
"6419033";"SA190007014";"MA540015495";"0";""
"6419262";"SA240003883";"MA510020647";"0";""
"6419886";"SA960002562";"MA620011081";"1";"31.08.2022"
"6419894";"SA680008882";"MA560006344";"0";""
"6419956";"SA700014148";"MA430005995";"0";""
"6420642";"SA970000902";"MA440000925";"0";""
"6420700";"SA780017230";"MA670017226";"0";""
"6421267";"SA970008970";"MA660009253";"0";""
"6421737";"SA740000226";"MA900003111";"0";""
"6421962";"SA800013123";"MA510005062";"0";""
"6422021";"SA310018905";"MA200007882";"0";""
"6422270";"SA510022031";"MA800016378";"1";"31.01.2022"
"6422335";"SA780019113";"MA910002433";"1";"31.01.2022"
"6422370";"SA290017990";"MA410009817";"0";""
"6422575";"SA700005574";"MA740019532";"0";""
"6423247";"SA390018912";"MA160007893";"1";"31.10.2022"
"6423740";"SA480002960";"MA450000267";"0";""
"6423949";"SA670012285";"MA880004180";"0";""
"6423951";"SA330011372";"MA830006063";"0";""
"6424260";"SA290019395";"MA450019323";"1";"31.07.2022"
"6424743";"SA530017105";"MA350011654";"0";""
"6425566";"SA680005222";"MA250010993";"1";"28.02.2022"
"6427195";"SA270011502";"MA280011741";"0";""
"6428000";"SA820014824";"MA680006641";"0";""
"6428176";"SA960014890";"MA860001052";"0";""
"6428212";"SA720011664";"MA650003595";"0";""
"6428678";"SA660021389";"MA160015715";"0";""
"6429081";"SA460003439";"MA210020163";"0";""
"6429109";"SA670001539";"MA250012795";"0";""
"6429940";"SA490011882";"MA350014861";"0";""
"6431926";"SA800019419";"MA510013838";"1";"31.07.2020"
"6431952";"SA610007784";"MA720008086";"1";"31.01.2022"
"6432067";"SA730011651";"MA550000701";"0";""
"6432709";"SA140013528";"MA670010972";"1";"31.08.2020"
"6434111";"SA900016895";"MA420000265";"0";""
"6434298";"SA920003401";"MA310014636";"0";""
"6435044";"SA770007802";"MA690005282";"1";"30.11.2022"
"6435173";"SA150011406";"MA460003323";"0";""
"6435187";"SA760018935";"MA340010707";"1";"31.10.2021"
"6435255";"SA310021721";"MA440005087";"1";"30.04.2021"
"6435261";"SA200014725";"MA700014835";"0";""
"6435722";"SA580011637";"MA280011843";"0";""
"6435964";"SA230006183";"MA600011882";"0";""
"6436016";"SA670022148";"MA450011065";"1";"31.08.2022"
"6436389";"SA830017499";"MA310000853";"0";""
"6436780";"SA190008181";"MA820005124";"1";"30.09.2022"
"6437206";"SA760012003";"MA470017664";"0";""
"6437408";"SA480009089";"MA830020333";"0";""
"6437425";"SA640005707";"MA580014204";"0";""
"6437730";"SA780001248";"MA420017956";"0";""
"6438055";"SA540020363";"MA910020313";"0";""
"6439195";"SA470015051";"MA440020656";"0";""
"6440211";"SA940009030";"MA780012008";"0";""
"6440398";"SA110010929";"MA600000017";"0";""
"6440928";"SA720014437";"MA250003539";"1";"31.12.2022"
"6441246";"SA780021341";"MA380018459";"0";""
"6441645";"SA650006675";"MA950006914";"0";""
"6442242";"SA960008177";"MA640019375";"1";"31.10.2022"
"6442705";"SA740019700";"MA580008657";"0";""
"6443234";"SA490002691";"MA730013916";"1";"30.09.2022"
"6443313";"SA650016429";"MA130008247";"1";"28.02.2021"
"6443871";"SA200003928";"MA150012435";"0";""
"6443880";"SA130018214";"MA840020940";"0";""
"6444207";"SA140020876";"MA270020782";"0";""
"6444727";"SA290009407";"MA230006876";"0";""
"6444981";"SA870008186";"MA290005641";"1";"30.11.2021"
"6445026";"SA150018433";"MA650021173";"0";""
"6445032";"SA340010820";"MA380005142";"1";"31.12.2020"
"6445207";"SA820016559";"MA730016549";"1";"28.02.2022"
"6445235";"SA300010660";"MA830021939";"1";"31.07.2020"
"6445734";"SA540001159";"MA880001196";"1";"30.09.2022"
"6445749";"SA720010116";"MA340018595";"0";""
"6446295";"SA700022262";"MA390019378";"1";"30.09.2021"
"6446377";"SA530003513";"MA140020252";"0";""
"6446557";"SA460014170";"MA300003242";"0";""
"6447383";"SA830005814";"MA180019791";"0";""
"6447477";"SA200007291";"MA640007550";"0";""
"6448150";"SA350008716";"MA860011692";"0";""
"6448266";"SA960001247";"MA210006981";"0";""
"6448634";"SA670007676";"MA690013412";"1";"31.10.2022"
"6448681";"SA610010935";"MA810019405";"0";""
"6449490";"SA410008346";"MA280016766";"0";""
"6450385";"SA420011724";"MA140011947";"0";""
"6450515";"SA430020904";"MA120015260";"0";""
"6450565";"SA920003615";"MA340006586";"0";""
"6450647";"SA970016321";"MA540021875";"1";"31.08.2022"
"6451100";"SA760001229";"MA880004181";"0";""
"6451216";"SA120003112";"MA470006067";"0";""
"6451578";"SA430004058";"MA390015268";"0";""
"6451589";"SA380010918";"MA970011207";"0";""
"6453053";"SA850009933";"MA830004635";"0";""
"6453467";"SA580021088";"MA430020957";"0";""
"6453872";"SA820015632";"MA390010261";"0";""
"6454153";"SA110013183";"MA710021641";"0";""
"6454261";"SA370015149";"MA230020756";"0";""
"6454484";"SA540002608";"MA280008381";"1";"30.06.2022"
"6455241";"SA450007215";"MA100001810";"0";""
"6455755";"SA390019195";"MA620002530";"1";"30.06.2022"
"6455851";"SA550014531";"MA540003600";"0";""
"6456033";"SA380006376";"MA610012118";"0";""
"6456804";"SA330000839";"MA830003727";"1";"30.06.2021"
"6458095";"SA630008214";"MA840000019";"1";"30.11.2022"
"6458767";"SA430009417";"MA300009714";"0";""
"6459695";"SA570010872";"MA820022154";"1";"30.11.2020"
"6459910";"SA180001091";"MA610015064";"0";""
"6459926";"SA620015711";"MA920015718";"0";""
"6460263";"SA340006134";"MA270009143";"0";""
"6460659";"SA120021047";"MA400004396";"0";""
"6460705";"SA360011121";"MA580008648";"0";""
"6461084";"SA650016655";"MA450019429";"0";""
"6461750";"SA390020177";"MA100020139";"0";""
"6461786";"SA800015056";"MA620006896";"0";""
"6462621";"SA400021193";"MA510010134";"0";""
"6464010";"SA630003115";"MA530006068";"0";""
"6464481";"SA230022057";"MA640005421";"1";"31.07.2020"
"6464595";"SA380017426";"MA420020231";"0";""
"6470251";"SA750003814";"MA680004003";"0";""
"6476646";"SA970010854";"MA520022140";"1";"30.09.2022"
"6479925";"SA180010917";"MA860011206";"0";""
"6480011";"SA830014986";"MA150009649";"0";""
"6480179";"SA410008581";"MA730019799";"0";""
"6480210";"SA930012120";"MA620006809";"0";""
"6480244";"SA530015787";"MA200004796";"0";""
"6480714";"SA130019302";"MA540005485";"1";"31.08.2022"
"6481950";"SA440019603";"MA590005761";"0";""
"6481989";"SA750010041";"MA860021285";"1";"30.04.2022"
"6482002";"SA140005876";"MA890003305";"1";"30.06.2022"
"6482010";"SA120005491";"MA600016691";"0";""
"6482046";"SA170006664";"MA130020662";"0";""
"6482047";"SA470004553";"MA190013092";"1";"30.11.2022"
"6482070";"SA820021319";"MA610021207";"1";"31.01.2021"
"6482165";"SA380019638";"MA570005789";"0";""
"6482185";"SA300000223";"MA770019643";"0";""
"6482197";"SA130016116";"MA460010726";"0";""
"6482210";"SA740005800";"MA100019774";"0";""
"6482601";"SA550016228";"MA380021809";"1";"31.01.2022"
"6483135";"SA670013004";"MA800018672";"0";""
"6485986";"SA720019247";"MA360019173";"1";"30.06.2021"
"6485993";"SA190005410";"MA290013865";"1";"31.01.2021"
"6486500";"SA360017219";"MA290011756";"0";""
"6486748";"SA560008686";"MA320003348";"0";""
"6486757";"SA750010801";"MA350019278";"1";"28.02.2022"
"6488451";"SA160006408";"MA630006629";"0";""
"6488584";"SA680014492";"MA980020121";"0";""
"6488964";"SA550015108";"MA670015183";"0";""
"6489287";"SA650015307";"MA900012651";"0";""
"6489505";"SA350011153";"MA360005877";"0";""
"6489508";"SA120003794";"MA650020534";"0";""
"6492050";"SA120011935";"MA460017589";"0";""
"6492521";"SA170015033";"MA890009693";"0";""
"6492896";"SA730020218";"MA660017381";"0";""
"6494343";"SA670001019";"MA750020494";"0";""
"6494518";"SA200022191";"MA330008363";"1";"30.09.2022"
"6494695";"SA500013860";"MA390008557";"0";""
"6495917";"SA540003196";"MA490008948";"0";""
"6496129";"SA520000840";"MA140006530";"0";""
"6496160";"SA500003867";"MA800001188";"0";""
"6496616";"SA210020408";"MA390006583";"0";""
"6496885";"SA860012253";"MA850020699";"0";""
"6496902";"SA220020631";"MA580001141";"0";""
"6497477";"SA700018840";"MA600010611";"0";""
"6498900";"SA600004961";"MA730016177";"1";"31.10.2021"
"6499268";"SA910009983";"MA220018467";"0";""
"6499815";"SA550019709";"MA970005865";"0";""
"6499889";"SA360003536";"MA780020268";"0";""
"6500391";"SA200000562";"MA780000571";"0";""
"6501243";"SA260020053";"MA760020003";"0";""
"6502474";"SA540018882";"MA210010645";"0";""
"6503083";"SA660018438";"MA260004621";"0";""
"6503137";"SA360001619";"MA900012888";"0";""
"6503226";"SA330017008";"MA950008828";"0";""
"6503496";"SA630003568";"MA360000855";"0";""
"6503609";"SA620014302";"MA920008959";"0";""
"6503629";"SA210009882";"MA230001725";"0";""
"6504818";"SA940006335";"MA640020328";"0";""
"6505322";"SA580005331";"MA720002717";"1";"30.09.2022"
"6505878";"SA700017771";"MA720001130";"0";""
"6507091";"SA960013596";"MA780008304";"1";"31.10.2022"
"6507479";"SA840002716";"MA510013938";"0";""
"6508479";"SA200006357";"MA390003785";"0";""
"6508561";"SA280000915";"MA340009441";"0";""
"6508618";"SA390021884";"MA240018986";"1";"30.04.2022"
"6508667";"SA430005878";"MA810006076";"0";""
"6508720";"SA120009821";"MA340004530";"0";""
"6509154";"SA260020771";"MA310017902";"0";""
"6509452";"SA880012224";"MA300006900";"0";""
"6509916";"SA130009270";"MA900012243";"1";"30.09.2022"
"6510161";"SA390007201";"MA960004657";"0";""
"6510708";"SA660002254";"MA930013494";"1";"31.07.2021"
"6511672";"SA340004131";"MA960009935";"0";""
"6511777";"SA680003041";"MA460011553";"0";""
"6511830";"SA130020772";"MA800020700";"0";""
"6511886";"SA120019280";"MA960016443";"1";"31.10.2022"
"6511954";"SA700013098";"MA890005025";"0";""
"6512012";"SA920021364";"MA640010311";"0";""
"6512285";"SA640017364";"MA390020158";"0";""
"6512343";"SA380004013";"MA100006999";"0";""
"6513056";"SA670020735";"MA320006889";"0";""
"6513271";"SA540003033";"MA460016994";"0";""
"6513408";"SA130008850";"MA650011829";"0";""
"6513412";"SA450018532";"MA480021247";"0";""
"6513495";"SA820009968";"MA930015676";"0";""
"6513833";"SA190010304";"MA780002166";"0";""
"6514111";"SA280002404";"MA380008191";"1";"30.09.2022"
"6514207";"SA680014250";"MA940019891";"0";""
"6514494";"SA240019182";"MA170016342";"1";"30.11.2022"
"6514514";"SA650015678";"MA980013011";"0";""
"6514836";"SA260005856";"MA520014357";"0";""
"6515042";"SA240002319";"MA690016277";"1";"30.09.2022"
"6515085";"SA840000567";"MA840006232";"0";""
"6515250";"SA130013393";"MA420008107";"1";"30.09.2022"
"6515259";"SA800017625";"MA150009471";"0";""
"6515263";"SA980006661";"MA530006895";"0";""
"6515436";"SA560013430";"MA760019082";"1";"31.10.2020"
"6515721";"SA400003097";"MA180017042";"0";""
"6515926";"SA720003560";"MA140017469";"0";""
"6516160";"SA700021589";"MA300004954";"0";""
"6516331";"SA720006831";"MA240009913";"0";""
"6516614";"SA870012104";"MA560017765";"0";""
"6516916";"SA590016561";"MA580005575";"1";"31.05.2022"
"6516971";"SA160007086";"MA290021086";"0";""
"6518393";"SA230004934";"MA120007983";"1";"30.11.2021"
"6518456";"SA960018309";"MA430004506";"0";""
"6518753";"SA880000712";"MA120000734";"0";""
"6519581";"SA130000737";"MA470003639";"0";""
"6519774";"SA410003966";"MA790004163";"0";""
"6520031";"SA780003263";"MA840009014";"0";""
"6520067";"SA560020433";"MA510014882";"0";""
"6520263";"SA660002435";"MA670008221";"1";"30.04.2022"
"6520516";"SA980005315";"MA560005535";"1";"30.09.2022"
"6520804";"SA360016373";"MA300019117";"1";"31.12.2020"
"6521760";"SA530012435";"MA630018084";"0";""
"6521948";"SA370012801";"MA270007481";"0";""
"6522020";"SA480015132";"MA980015205";"0";""
"6522255";"SA810008914";"MA810006370";"0";""
"6522335";"SA880006586";"MA910004040";"0";""
"6522446";"SA970022184";"MA150019288";"1";"30.09.2020"
"6522832";"SA590010626";"MA700002499";"1";"30.11.2022"
"6523467";"SA950002697";"MA840008479";"0";""
"6524589";"SA870020001";"MA140011698";"0";""
"6524804";"SA460005664";"MA730003082";"0";""
"6524906";"SA500012467";"MA230004359";"0";""
"6525415";"SA840020132";"MA680006317";"0";""
"6525835";"SA180006455";"MA980014950";"0";""
"6528384";"SA430004217";"MA540004447";"0";""
"6528834";"SA260007118";"MA140012881";"0";""
"6529822";"SA970009802";"MA360004511";"0";""
"6529851";"SA270016980";"MA710011539";"0";""
"6537108";"SA920000667";"MA920009159";"0";""
"6537596";"SA180000576";"MA340006246";"0";""
"6538019";"SA280022113";"MA430011031";"1";"30.09.2021"
"6538588";"SA340006316";"MA350009366";"0";""
"6540124";"SA790007788";"MA120008088";"1";"30.04.2022"
"6540853";"SA860014844";"MA210003875";"0";""
"6541210";"SA760012790";"MA750021219";"0";""
"6541454";"SA870005430";"MA640022182";"1";"31.05.2022"
"6541753";"SA850011916";"MA370009453";"0";""
"6542202";"SA970018076";"MA390012578";"0";""
"6542272";"SA170006486";"MA520001051";"0";""
"6542635";"SA440012305";"MA330009805";"0";""
"6543298";"SA770014286";"MA450019922";"0";""
"6543600";"SA780008530";"MA780008776";"0";""
"6544481";"SA850016237";"MA560021813";"1";"31.08.2020"
"6544603";"SA150008959";"MA980009243";"0";""
"6544682";"SA530022252";"MA640013863";"1";"31.07.2022"
"6545198";"SA290006230";"MA510009237";"0";""
"6545723";"SA360003075";"MA290014337";"0";""
"6547427";"SA260000847";"MA810009365";"0";""
"6547483";"SA250014326";"MA370014473";"0";""
"6547500";"SA840003477";"MA400014699";"0";""
"6557194";"SA780010641";"MA440010923";"1";"30.09.2021"
"6557228";"SA190004433";"MA890007470";"0";""
"6557616";"SA240014661";"MA650009335";"0";""
"6557618";"SA630003225";"MA250008974";"0";""
"6558314";"SA780014683";"MA560009358";"0";""
"6559214";"SA260013486";"MA640013652";"1";"31.10.2022"
"6559448";"SA250018362";"MA370012861";"0";""
"6559886";"SA690003128";"MA150011614";"0";""
"6560685";"SA650010936";"MA220019406";"0";""
"6561247";"SA140004834";"MA560002204";"1";"31.10.2022"
"6561272";"SA330012319";"MA120006997";"0";""
"6561330";"SA420012796";"MA900018453";"0";""
"6561336";"SA500018304";"MA510012796";"0";""
"6561364";"SA850017623";"MA590014915";"0";""
"6561689";"SA460021076";"MA910020950";"0";""
"6561699";"SA510007169";"MA130001758";"0";""
"6561707";"SA210004892";"MA110007950";"1";"28.02.2021"
"6561737";"SA230020711";"MA950017848";"0";""
"6561776";"SA620006521";"MA300006753";"0";""
"6561835";"SA310006461";"MA550001023";"0";""
"6561949";"SA390016114";"MA920013396";"1";"31.08.2020"
"6562072";"SA770020891";"MA270012540";"0";""
"6562299";"SA970007594";"MA210018816";"1";"31.05.2022"
"6562344";"SA600009452";"MA670006938";"0";""
"6563216";"SA470014517";"MA620014651";"0";""
"6563265";"SA920001378";"MA910015353";"0";""
"6564139";"SA940001854";"MA410015809";"0";""
"6564368";"SA930005950";"MA190014443";"0";""
"6564514";"SA690021386";"MA530004725";"0";""
"6564559";"SA190002776";"MA530002948";"0";""
"6565973";"SA850005335";"MA280016528";"1";"31.08.2022"
"6566193";"SA810011102";"MA650003058";"0";""
"6566196";"SA490020319";"MA740003707";"0";""
"6566270";"SA600019752";"MA270003116";"0";""
"6568330";"SA450003917";"MA490017887";"0";""
"6569396";"SA690010595";"MA750019062";"1";"30.11.2020"
"6569480";"SA640016563";"MA410013830";"1";"31.07.2021"
"6569514";"SA960003321";"MA630020042";"0";""
"6569849";"SA190019869";"MA120000377";"0";""
"6570080";"SA750003566";"MA230003724";"0";""
"6570214";"SA710013864";"MA820005756";"0";""
"6570350";"SA840003032";"MA230014300";"0";""
"6570726";"SA910015075";"MA470020683";"0";""
"6570798";"SA480018387";"MA200001711";"0";""
"6570850";"SA180003798";"MA320003972";"0";""
"6570918";"SA440012226";"MA670004123";"0";""
"6571736";"SA670008250";"MA850013950";"0";""
"6571861";"SA350013434";"MA970021884";"1";"28.02.2022"
"6572135";"SA550002994";"MA590003182";"0";""
"6572600";"SA660021699";"MA720007855";"0";""
"6573136";"SA120017705";"MA960014996";"0";""
"6573207";"SA130001661";"MA510007414";"0";""
"6573414";"SA730000580";"MA410017238";"0";""
"6573597";"SA470022008";"MA760019119";"1";"30.09.2022"
"6574479";"SA120020704";"MA120015107";"0";""
"6574482";"SA360016380";"MA980021931";"1";"31.03.2021"
"6575410";"SA870008584";"MA120019803";"0";""
"6575555";"SA360021991";"MA810016336";"1";"28.02.2022"
"6575819";"SA640012732";"MA600007428";"0";""
"6606959";"SA720021806";"MA650013421";"1";"31.07.2022"
"6607208";"SA690000368";"MA600014324";"0";""
"6607860";"SA440018055";"MA920015274";"0";""
"6608034";"SA490000402";"MA610000420";"0";""
"6609011";"SA240004944";"MA410002317";"1";"31.12.2021"
"6609847";"SA820017001";"MA740019788";"0";""
"6611047";"SA160006968";"MA230020956";"0";""
"6612846";"SA760005237";"MA380013716";"1";"31.01.2021"
"6612949";"SA820019749";"MA380003109";"0";""
"6614038";"SA760021126";"MA400001604";"0";""
"6614286";"SA690010666";"MA830019144";"1";"30.06.2022"
"6614450";"SA370012013";"MA110014977";"0";""
"6614558";"SA290020946";"MA220001417";"0";""
"6614788";"SA430003994";"MA420004196";"0";""
"6614900";"SA760001208";"MA670015167";"0";""
"6615309";"SA600017433";"MA750011963";"0";""
"6615327";"SA950009229";"MA460020474";"0";""
"6615344";"SA790011555";"MA720011789";"0";""
"6615372";"SA470019174";"MA370005353";"1";"31.01.2021"
"6615437";"SA340002414";"MA510016372";"1";"30.06.2021"
"6615441";"SA570020181";"MA840009185";"0";""
"6615854";"SA340014455";"MA210020081";"1";"30.09.2020"
"6616056";"SA230018321";"MA530007291";"0";""
"6616116";"SA340001809";"MA580007580";"0";""
"6616851";"SA140011718";"MA790009254";"0";""
"6617679";"SA150017361";"MA680011884";"0";""
"6617820";"SA970002845";"MA790000148";"0";""
"6617828";"SA830006707";"MA860004157";"0";""
"6617895";"SA540006121";"MA240000655";"0";""
"6618126";"SA410002075";"MA300013315";"0";""
"6618551";"SA700021326";"MA470004671";"0";""
"6618689";"SA300003732";"MA620012204";"0";""
"6619229";"SA250018839";"MA120021551";"0";""
"6619998";"SA630005437";"MA720002833";"0";""
"6630635";"SA170008468";"MA780005919";"0";""
"6630677";"SA900020478";"MA510014928";"0";""
"6633513";"SA330011086";"MA490014084";"0";""
"6633696";"SA580014939";"MA120001107";"0";""
"6633938";"SA920009001";"MA650020253";"0";""
"6634422";"SA300020306";"MA860009316";"0";""
"6634776";"SA500019773";"MA980008716";"0";""
"6635153";"SA800017649";"MA370009503";"0";""
"6635222";"SA740022111";"MA400002621";"1";"30.06.2021"
"6635691";"SA820005535";"MA350011303";"0";""
"6635938";"SA960000604";"MA430011797";"0";""
"6636313";"SA370016963";"MA390016975";"0";""
"6636937";"SA650014064";"MA700011466";"0";""
"6637151";"SA750019543";"MA120000050";"1";"31.12.2022"
"6637966";"SA820010325";"MA350010647";"0";""
"6638608";"SA210021132";"MA710021008";"0";""
"6638673";"SA300009083";"MA260014834";"0";""
"6638699";"SA160002551";"MA140002677";"1";"31.08.2021"
"6638966";"SA160005698";"MA400000249";"0";""
"6639395";"SA680020345";"MA190017488";"0";""
"6640339";"SA660020647";"MA180001148";"0";""
"6640553";"SA800006722";"MA160004176";"0";""
"6640617";"SA660010722";"MA890002612";"1";"31.07.2021"
"6640876";"SA420009861";"MA840001698";"0";""
"6641246";"SA960004074";"MA170001396";"0";""
"6641961";"SA960008609";"MA830017052";"0";""
"6642799";"SA410019854";"MA730003231";"0";""
"6643384";"SA590010528";"MA650005244";"1";"31.08.2022"
"6643674";"SA320015261";"MA120007105";"0";""
"6643900";"SA730006166";"MA500011864";"0";""
"6643954";"SA730006857";"MA890009931";"0";""
"6644413";"SA800017678";"MA110020475";"0";""
"6644541";"SA670004984";"MA850010800";"1";"31.07.2022"
"6644541";"SA670004984";"MA850010800";"1";"30.09.2022"
"6645137";"SA700015510";"MA820012843";"0";""
"6645372";"SA490009757";"MA580004478";"0";""
"6645502";"SA420015012";"MA710001177";"0";""
"6645552";"SA820012812";"MA820010305";"0";""
"6646724";"SA890008591";"MA700017024";"0";""
"6647204";"SA300000274";"MA140000296";"0";""
"6647504";"SA350010709";"MA630004367";"0";""
"6647837";"SA970017830";"MA190006836";"0";""
"6647974";"SA350000695";"MA540014658";"0";""
"6648857";"SA140011103";"MA920019586";"0";""
"6648867";"SA560014339";"MA640003430";"0";""
"6649029";"SA770006477";"MA690017670";"0";""
"6649565";"SA240017254";"MA430020034";"1";"30.06.2022"
"6649611";"SA460006526";"MA110009586";"0";""
"6649613";"SA700009391";"MA330015103";"0";""
"6649614";"SA690000888";"MA750003774";"0";""
"6649636";"SA500022058";"MA630005423";"1";"30.09.2020"
"6649696";"SA780010250";"MA430013239";"0";""
"6649703";"SA800015477";"MA820001658";"0";""
"6649728";"SA820006680";"MA730017892";"0";""
"6649958";"SA900004147";"MA970018126";"0";""
"6649963";"SA980005365";"MA700002765";"1";"31.10.2022"
"6650162";"SA490019130";"MA540016291";"1";"31.12.2021"
"6650194";"SA940021678";"MA350010630";"0";""
"6650278";"SA140008020";"MA220005486";"1";"31.01.2021"
"6650832";"SA790000964";"MA160003864";"0";""
"6651048";"SA170012633";"MA180015543";"0";""
"6651188";"SA780017264";"MA470009082";"0";""
"6651197";"SA160019477";"MA170019382";"1";"31.08.2022"
"6652572";"SA230008708";"MA650017152";"0";""
"6652705";"SA610016137";"MA980005151";"1";"30.06.2021"
"6653341";"SA760009386";"MA580020621";"0";""
"6653428";"SA740013236";"MA100016140";"1";"31.10.2020"
"6654177";"SA920015592";"MA980004607";"0";""
"6654824";"SA610015064";"MA940012421";"0";""
"6655115";"SA410018960";"MA420018899";"0";""
"6655240";"SA920018756";"MA410007722";"0";""
"6655249";"SA790001113";"MA620017791";"0";""
"6655809";"SA660003982";"MA640006969";"0";""
"6656105";"SA690011833";"MA690020300";"0";""
"6656699";"SA140009946";"MA840010266";"0";""
"6656823";"SA620021748";"MA440010699";"1";"30.11.2022"
"6657078";"SA410006426";"MA920012156";"0";""
"6657163";"SA580022079";"MA180021987";"1";"31.10.2022"
"6657471";"SA720014522";"MA230017344";"0";""
"6679145";"SA240021430";"MA700013064";"0";""
"6679407";"SA280011124";"MA200016830";"0";""
"6679417";"SA900020954";"MA920012594";"0";""
"6680003";"SA850001304";"MA600020794";"0";""
"6680158";"SA320021154";"MA150004504";"0";""
"6680165";"SA550001226";"MA640020724";"0";""
"6680603";"SA110020767";"MA520001248";"0";""
"6691917";"SA820018985";"MA450013420";"1";"31.05.2021"
"6692003";"SA410014623";"MA450009302";"0";""
"6692027";"SA640003888";"MA960009697";"0";""
"6692872";"SA290016100";"MA630013371";"1";"31.10.2021"
"6694942";"SA630017122";"MA860011673";"0";""
"6695347";"SA870005072";"MA510019050";"1";"30.11.2022"
"6696645";"SA730013134";"MA550021595";"0";""
"6696937";"SA370006488";"MA920020484";"0";""
"6697077";"SA610008546";"MA270011544";"0";""
"6697483";"SA500015407";"MA250015482";"0";""
"6698007";"SA600000032";"MA980013936";"0";""
"6698110";"SA480016683";"MA290000056";"0";""
"6698133";"SA830017889";"MA690006884";"0";""
"6698444";"SA920006354";"MA450000920";"0";""
"6700263";"SA680017982";"MA370004200";"0";""
"6700435";"SA150009287";"MA480012259";"0";""
"6701847";"SA170021339";"MA940007475";"1";"31.08.2022"
"6701850";"SA360013047";"MA370018711";"0";""
"6701882";"SA430006965";"MA110010029";"0";""
"6701950";"SA150011906";"MA530000948";"0";""
